NavDate,FundName,ISIN,"NavValue (in €)","IndexValue (in €)","DividendValue (in €)"
23/07/2008,"Carmignac Patrimoine",FR0010135103,401.02,238.04,
24/07/2008,"Carmignac Patrimoine",FR0010135103,401.78,237.31,
25/07/2008,"Carmignac Patrimoine",FR0010135103,401.62,236.73,
28/07/2008,"Carmignac Patrimoine",FR0010135103,402.74,235.45,
29/07/2008,"Carmignac Patrimoine",FR0010135103,401.66,237.46,
30/07/2008,"Carmignac Patrimoine",FR0010135103,406.93,239.88,
31/07/2008,"Carmignac Patrimoine",FR0010135103,406.07,239.19,
01/08/2008,"Carmignac Patrimoine",FR0010135103,405.07,238.69,
04/08/2008,"Carmignac Patrimoine",FR0010135103,399.75,236.95,
05/08/2008,"Carmignac Patrimoine",FR0010135103,398.17,239.67,
06/08/2008,"Carmignac Patrimoine",FR0010135103,401.06,240.86,
07/08/2008,"Carmignac Patrimoine",FR0010135103,402.79,240.37,
08/08/2008,"Carmignac Patrimoine",FR0010135103,402.58,244.45,
11/08/2008,"Carmignac Patrimoine",FR0010135103,398.96,245.76,
12/08/2008,"Carmignac Patrimoine",FR0010135103,400.55,246.21,
13/08/2008,"Carmignac Patrimoine",FR0010135103,403.95,245.76,
14/08/2008,"Carmignac Patrimoine",FR0010135103,401.71,245.69,
18/08/2008,"Carmignac Patrimoine",FR0010135103,402.11,247.04,
19/08/2008,"Carmignac Patrimoine",FR0010135103,403.44,245.38,
20/08/2008,"Carmignac Patrimoine",FR0010135103,407.42,245.95,
21/08/2008,"Carmignac Patrimoine",FR0010135103,404.43,244.84,
22/08/2008,"Carmignac Patrimoine",FR0010135103,403.24,245.49,
25/08/2008,"Carmignac Patrimoine",FR0010135103,404.5,245.21,
26/08/2008,"Carmignac Patrimoine",FR0010135103,406.74,246.72,
27/08/2008,"Carmignac Patrimoine",FR0010135103,406.36,246.59,
28/08/2008,"Carmignac Patrimoine",FR0010135103,405.32,247.83,
29/08/2008,"Carmignac Patrimoine",FR0010135103,405.89,248,
01/09/2008,"Carmignac Patrimoine",FR0010135103,407.98,248.84,
02/09/2008,"Carmignac Patrimoine",FR0010135103,403.75,248.86,
03/09/2008,"Carmignac Patrimoine",FR0010135103,401.01,248.93,
04/09/2008,"Carmignac Patrimoine",FR0010135103,399.1,247.26,
05/09/2008,"Carmignac Patrimoine",FR0010135103,402.28,248.48,
08/09/2008,"Carmignac Patrimoine",FR0010135103,401.27,250.77,
09/09/2008,"Carmignac Patrimoine",FR0010135103,395.92,249.31,
10/09/2008,"Carmignac Patrimoine",FR0010135103,396.87,250,
11/09/2008,"Carmignac Patrimoine",FR0010135103,398.22,251.78,
12/09/2008,"Carmignac Patrimoine",FR0010135103,397.77,249.42,
15/09/2008,"Carmignac Patrimoine",FR0010135103,390.97,246.57,
16/09/2008,"Carmignac Patrimoine",FR0010135103,392.75,247.03,
17/09/2008,"Carmignac Patrimoine",FR0010135103,391.97,243.25,
18/09/2008,"Carmignac Patrimoine",FR0010135103,391.66,242.57,
19/09/2008,"Carmignac Patrimoine",FR0010135103,396.18,246.55,
22/09/2008,"Carmignac Patrimoine",FR0010135103,397.46,242.05,
23/09/2008,"Carmignac Patrimoine",FR0010135103,395.15,240.02,
24/09/2008,"Carmignac Patrimoine",FR0010135103,397.45,240.79,
25/09/2008,"Carmignac Patrimoine",FR0010135103,394.89,241.59,
26/09/2008,"Carmignac Patrimoine",FR0010135103,392.29,241.84,
29/09/2008,"Carmignac Patrimoine",FR0010135103,395.57,238.09,
30/09/2008,"Carmignac Patrimoine",FR0010135103,396.03,243.46,
01/10/2008,"Carmignac Patrimoine",FR0010135103,397.84,244.73,
02/10/2008,"Carmignac Patrimoine",FR0010135103,397.6,244.24,
03/10/2008,"Carmignac Patrimoine",FR0010135103,395.55,243.9,
06/10/2008,"Carmignac Patrimoine",FR0010135103,398.65,244.99,
07/10/2008,"Carmignac Patrimoine",FR0010135103,393.28,239.48,
08/10/2008,"Carmignac Patrimoine",FR0010135103,395.37,236.49,
09/10/2008,"Carmignac Patrimoine",FR0010135103,393.5,231.81,
10/10/2008,"Carmignac Patrimoine",FR0010135103,391.71,229.07,
13/10/2008,"Carmignac Patrimoine",FR0010135103,386.39,234.88,
14/10/2008,"Carmignac Patrimoine",FR0010135103,393.08,235.6,
15/10/2008,"Carmignac Patrimoine",FR0010135103,390.56,230.34,
16/10/2008,"Carmignac Patrimoine",FR0010135103,390.01,231.54,
17/10/2008,"Carmignac Patrimoine",FR0010135103,386.67,231.6,
20/10/2008,"Carmignac Patrimoine",FR0010135103,391.86,236.95,
21/10/2008,"Carmignac Patrimoine",FR0010135103,394.22,237.45,
22/10/2008,"Carmignac Patrimoine",FR0010135103,395.04,236.71,
23/10/2008,"Carmignac Patrimoine",FR0010135103,393.99,237.67,
24/10/2008,"Carmignac Patrimoine",FR0010135103,399.5,237.97,
27/10/2008,"Carmignac Patrimoine",FR0010135103,400.22,238.25,
28/10/2008,"Carmignac Patrimoine",FR0010135103,394.73,241.89,
29/10/2008,"Carmignac Patrimoine",FR0010135103,394.05,239.05,
30/10/2008,"Carmignac Patrimoine",FR0010135103,399.51,242.22,
31/10/2008,"Carmignac Patrimoine",FR0010135103,397.91,244.06,
03/11/2008,"Carmignac Patrimoine",FR0010135103,400.08,243.49,
04/11/2008,"Carmignac Patrimoine",FR0010135103,403.78,244.79,
05/11/2008,"Carmignac Patrimoine",FR0010135103,403.15,241.78,
06/11/2008,"Carmignac Patrimoine",FR0010135103,402.82,240.98,
07/11/2008,"Carmignac Patrimoine",FR0010135103,403.39,242.29,
10/11/2008,"Carmignac Patrimoine",FR0010135103,405.55,242.07,
12/11/2008,"Carmignac Patrimoine",FR0010135103,410.53,240.91,
13/11/2008,"Carmignac Patrimoine",FR0010135103,409.66,241.69,
14/11/2008,"Carmignac Patrimoine",FR0010135103,409.91,238.84,
17/11/2008,"Carmignac Patrimoine",FR0010135103,411.69,237.7,
18/11/2008,"Carmignac Patrimoine",FR0010135103,409.42,237.35,
19/11/2008,"Carmignac Patrimoine",FR0010135103,411.48,234.52,
20/11/2008,"Carmignac Patrimoine",FR0010135103,413.64,233.32,
21/11/2008,"Carmignac Patrimoine",FR0010135103,416.68,235.64,
24/11/2008,"Carmignac Patrimoine",FR0010135103,409.18,235.33,
25/11/2008,"Carmignac Patrimoine",FR0010135103,408.12,235.66,
26/11/2008,"Carmignac Patrimoine",FR0010135103,411.52,239.11,
27/11/2008,"Carmignac Patrimoine",FR0010135103,411.71,239.84,
28/11/2008,"Carmignac Patrimoine",FR0010135103,414.09,243.46,
01/12/2008,"Carmignac Patrimoine",FR0010135103,414.61,240.42,
02/12/2008,"Carmignac Patrimoine",FR0010135103,413.04,240.79,
03/12/2008,"Carmignac Patrimoine",FR0010135103,411.63,243.25,
04/12/2008,"Carmignac Patrimoine",FR0010135103,408.75,240.72,
05/12/2008,"Carmignac Patrimoine",FR0010135103,408.89,241.98,
08/12/2008,"Carmignac Patrimoine",FR0010135103,405.23,241.78,
09/12/2008,"Carmignac Patrimoine",FR0010135103,405.1,241.79,
10/12/2008,"Carmignac Patrimoine",FR0010135103,407.71,241.73,
11/12/2008,"Carmignac Patrimoine",FR0010135103,408.88,238.64,
12/12/2008,"Carmignac Patrimoine",FR0010135103,406.82,235.92,
15/12/2008,"Carmignac Patrimoine",FR0010135103,409.67,233.72,
16/12/2008,"Carmignac Patrimoine",FR0010135103,411.4,235.57,
17/12/2008,"Carmignac Patrimoine",FR0010135103,414.64,232.1,
18/12/2008,"Carmignac Patrimoine",FR0010135103,412.92,229.32,
19/12/2008,"Carmignac Patrimoine",FR0010135103,415.04,234.26,
22/12/2008,"Carmignac Patrimoine",FR0010135103,415.28,232.84,
23/12/2008,"Carmignac Patrimoine",FR0010135103,416.07,231.98,
24/12/2008,"Carmignac Patrimoine",FR0010135103,415.53,231.45,
26/12/2008,"Carmignac Patrimoine",FR0010135103,416.16,231.1,
29/12/2008,"Carmignac Patrimoine",FR0010135103,417.33,230.09,
30/12/2008,"Carmignac Patrimoine",FR0010135103,416.49,232.33,
31/12/2008,"Carmignac Patrimoine",FR0010135103,418.69,235.25,
02/01/2009,"Carmignac Patrimoine",FR0010135103,418.67,237.8,
05/01/2009,"Carmignac Patrimoine",FR0010135103,419.54,241.23,
06/01/2009,"Carmignac Patrimoine",FR0010135103,419.4,244.55,
07/01/2009,"Carmignac Patrimoine",FR0010135103,416.62,240.02,
08/01/2009,"Carmignac Patrimoine",FR0010135103,417.27,239.37,
09/01/2009,"Carmignac Patrimoine",FR0010135103,421.77,241.12,
12/01/2009,"Carmignac Patrimoine",FR0010135103,424.12,240.98,
13/01/2009,"Carmignac Patrimoine",FR0010135103,426.33,241.51,
14/01/2009,"Carmignac Patrimoine",FR0010135103,429.02,238.69,
15/01/2009,"Carmignac Patrimoine",FR0010135103,428.99,238.35,
16/01/2009,"Carmignac Patrimoine",FR0010135103,425.86,236.81,
19/01/2009,"Carmignac Patrimoine",FR0010135103,426.91,237.2,
20/01/2009,"Carmignac Patrimoine",FR0010135103,428.13,235.49,
21/01/2009,"Carmignac Patrimoine",FR0010135103,431.98,238.71,
22/01/2009,"Carmignac Patrimoine",FR0010135103,428.56,235.55,
23/01/2009,"Carmignac Patrimoine",FR0010135103,432.04,236.45,
26/01/2009,"Carmignac Patrimoine",FR0010135103,423,233.61,
27/01/2009,"Carmignac Patrimoine",FR0010135103,423.5,235.42,
28/01/2009,"Carmignac Patrimoine",FR0010135103,421.64,237.76,
29/01/2009,"Carmignac Patrimoine",FR0010135103,425.34,237.22,
30/01/2009,"Carmignac Patrimoine",FR0010135103,429.46,238.62,
02/02/2009,"Carmignac Patrimoine",FR0010135103,428.5,237.39,
03/02/2009,"Carmignac Patrimoine",FR0010135103,426.5,237.14,
04/02/2009,"Carmignac Patrimoine",FR0010135103,429.11,238.9,
05/02/2009,"Carmignac Patrimoine",FR0010135103,430.59,240.14,
06/02/2009,"Carmignac Patrimoine",FR0010135103,430.21,242,
09/02/2009,"Carmignac Patrimoine",FR0010135103,426.35,239.76,
10/02/2009,"Carmignac Patrimoine",FR0010135103,427.06,236.81,
11/02/2009,"Carmignac Patrimoine",FR0010135103,432.58,239.04,
12/02/2009,"Carmignac Patrimoine",FR0010135103,435.59,239.95,
13/02/2009,"Carmignac Patrimoine",FR0010135103,432.79,237.27,
16/02/2009,"Carmignac Patrimoine",FR0010135103,436.16,238,
17/02/2009,"Carmignac Patrimoine",FR0010135103,440.16,236.57,
18/02/2009,"Carmignac Patrimoine",FR0010135103,439.35,235.84,
19/02/2009,"Carmignac Patrimoine",FR0010135103,432.74,232.79,
20/02/2009,"Carmignac Patrimoine",FR0010135103,436.33,231.57,
23/02/2009,"Carmignac Patrimoine",FR0010135103,433.62,228.1,
24/02/2009,"Carmignac Patrimoine",FR0010135103,430.65,228.03,
25/02/2009,"Carmignac Patrimoine",FR0010135103,430.99,227.9,
26/02/2009,"Carmignac Patrimoine",FR0010135103,428.35,226.27,
27/02/2009,"Carmignac Patrimoine",FR0010135103,429.16,225.33,
02/03/2009,"Carmignac Patrimoine",FR0010135103,430.67,221.99,
03/03/2009,"Carmignac Patrimoine",FR0010135103,432.43,220.85,
04/03/2009,"Carmignac Patrimoine",FR0010135103,432.19,222.89,
05/03/2009,"Carmignac Patrimoine",FR0010135103,433.5,221.14,
06/03/2009,"Carmignac Patrimoine",FR0010135103,432.94,219.81,
09/03/2009,"Carmignac Patrimoine",FR0010135103,430.86,218.03,
10/03/2009,"Carmignac Patrimoine",FR0010135103,427.26,221.47,
11/03/2009,"Carmignac Patrimoine",FR0010135103,427.64,222.3,
12/03/2009,"Carmignac Patrimoine",FR0010135103,430.68,224.09,
13/03/2009,"Carmignac Patrimoine",FR0010135103,431.64,224.4,
16/03/2009,"Carmignac Patrimoine",FR0010135103,431.89,224.07,
17/03/2009,"Carmignac Patrimoine",FR0010135103,432.98,225.6,
18/03/2009,"Carmignac Patrimoine",FR0010135103,438.49,225.74,
19/03/2009,"Carmignac Patrimoine",FR0010135103,435.7,221.9,
20/03/2009,"Carmignac Patrimoine",FR0010135103,435.07,221.64,
23/03/2009,"Carmignac Patrimoine",FR0010135103,443.59,226.35,
24/03/2009,"Carmignac Patrimoine",FR0010135103,442.24,225.91,
25/03/2009,"Carmignac Patrimoine",FR0010135103,443.9,226.3,
26/03/2009,"Carmignac Patrimoine",FR0010135103,447.85,227.42,
27/03/2009,"Carmignac Patrimoine",FR0010135103,445.75,228.96,
30/03/2009,"Carmignac Patrimoine",FR0010135103,437.81,226.85,
31/03/2009,"Carmignac Patrimoine",FR0010135103,440.14,226.5,
01/04/2009,"Carmignac Patrimoine",FR0010135103,443.01,228.99,
02/04/2009,"Carmignac Patrimoine",FR0010135103,443.91,230.35,
03/04/2009,"Carmignac Patrimoine",FR0010135103,442.78,230.52,
06/04/2009,"Carmignac Patrimoine",FR0010135103,442.28,229.7,
07/04/2009,"Carmignac Patrimoine",FR0010135103,441.41,229.59,
08/04/2009,"Carmignac Patrimoine",FR0010135103,441.85,230.61,
09/04/2009,"Carmignac Patrimoine",FR0010135103,448.25,234.36,
10/04/2009,"Carmignac Patrimoine",FR0010135103,448.52,234.53,
14/04/2009,"Carmignac Patrimoine",FR0010135103,448.09,234.9,
15/04/2009,"Carmignac Patrimoine",FR0010135103,451.36,236.37,
16/04/2009,"Carmignac Patrimoine",FR0010135103,451.02,237.69,
17/04/2009,"Carmignac Patrimoine",FR0010135103,451.14,240.08,
20/04/2009,"Carmignac Patrimoine",FR0010135103,446.6,238.21,
21/04/2009,"Carmignac Patrimoine",FR0010135103,448.38,238.45,
22/04/2009,"Carmignac Patrimoine",FR0010135103,446.24,237.58,
23/04/2009,"Carmignac Patrimoine",FR0010135103,449.01,238.39,
24/04/2009,"Carmignac Patrimoine",FR0010135103,452.2,238.07,
27/04/2009,"Carmignac Patrimoine",FR0010135103,451.56,239.25,
28/04/2009,"Carmignac Patrimoine",FR0010135103,449.49,238.66,
29/04/2009,"Carmignac Patrimoine",FR0010135103,452.56,238.68,
30/04/2009,"Carmignac Patrimoine",FR0010135103,453.97,239.56,
04/05/2009,"Carmignac Patrimoine",FR0010135103,462.63,242.23,
05/05/2009,"Carmignac Patrimoine",FR0010135103,462.95,242.61,
06/05/2009,"Carmignac Patrimoine",FR0010135103,469.19,244.95,
07/05/2009,"Carmignac Patrimoine",FR0010135103,466.13,242.76,
11/05/2009,"Carmignac Patrimoine",FR0010135103,464.72,241.68,
12/05/2009,"Carmignac Patrimoine",FR0010135103,465.14,241.38,
13/05/2009,"Carmignac Patrimoine",FR0010135103,462.9,239.51,
14/05/2009,"Carmignac Patrimoine",FR0010135103,463.86,239.82,
15/05/2009,"Carmignac Patrimoine",FR0010135103,463.77,239.97,
18/05/2009,"Carmignac Patrimoine",FR0010135103,470.37,243.67,
19/05/2009,"Carmignac Patrimoine",FR0010135103,470.38,243.37,
20/05/2009,"Carmignac Patrimoine",FR0010135103,470.39,242.2,
22/05/2009,"Carmignac Patrimoine",FR0010135103,465.98,237.61,
25/05/2009,"Carmignac Patrimoine",FR0010135103,465.29,237.4,
26/05/2009,"Carmignac Patrimoine",FR0010135103,466.24,239.29,
27/05/2009,"Carmignac Patrimoine",FR0010135103,467.36,239.3,
28/05/2009,"Carmignac Patrimoine",FR0010135103,468.61,238.9,
29/05/2009,"Carmignac Patrimoine",FR0010135103,469.6,238.81,
02/06/2009,"Carmignac Patrimoine",FR0010135103,471.33,240.3,
03/06/2009,"Carmignac Patrimoine",FR0010135103,468.37,239.97,
04/06/2009,"Carmignac Patrimoine",FR0010135103,469.74,239.6,
05/06/2009,"Carmignac Patrimoine",FR0010135103,469.49,240.66,
08/06/2009,"Carmignac Patrimoine",FR0010135103,469.22,241.47,
09/06/2009,"Carmignac Patrimoine",FR0010135103,469.21,240.95,
10/06/2009,"Carmignac Patrimoine",FR0010135103,470.36,241.42,
11/06/2009,"Carmignac Patrimoine",FR0010135103,470.33,241.74,
12/06/2009,"Carmignac Patrimoine",FR0010135103,470.63,242.59,
15/06/2009,"Carmignac Patrimoine",FR0010135103,469.09,241.82,
16/06/2009,"Carmignac Patrimoine",FR0010135103,466.6,240.52,
17/06/2009,"Carmignac Patrimoine",FR0010135103,463.78,240.17,
18/06/2009,"Carmignac Patrimoine",FR0010135103,462.75,238.93,
19/06/2009,"Carmignac Patrimoine",FR0010135103,465.24,240.42,
22/06/2009,"Carmignac Patrimoine",FR0010135103,461.06,238.28,
23/06/2009,"Carmignac Patrimoine",FR0010135103,459.73,236.45,
24/06/2009,"Carmignac Patrimoine",FR0010135103,461.54,238.12,
25/06/2009,"Carmignac Patrimoine",FR0010135103,465.68,240.56,
26/06/2009,"Carmignac Patrimoine",FR0010135103,464.49,239.87,
29/06/2009,"Carmignac Patrimoine",FR0010135103,465.43,240.88,
30/06/2009,"Carmignac Patrimoine",FR0010135103,463.19,240.2,
01/07/2009,"Carmignac Patrimoine",FR0010135103,462.58,239.94,
02/07/2009,"Carmignac Patrimoine",FR0010135103,461.42,238.94,
03/07/2009,"Carmignac Patrimoine",FR0010135103,461.78,239.06,
06/07/2009,"Carmignac Patrimoine",FR0010135103,460.66,239.76,
07/07/2009,"Carmignac Patrimoine",FR0010135103,458.55,237.25,
08/07/2009,"Carmignac Patrimoine",FR0010135103,458.69,238.02,
09/07/2009,"Carmignac Patrimoine",FR0010135103,457.63,237.88,
10/07/2009,"Carmignac Patrimoine",FR0010135103,458.04,238.12,
13/07/2009,"Carmignac Patrimoine",FR0010135103,459.15,239.14,
15/07/2009,"Carmignac Patrimoine",FR0010135103,463.17,241.57,
16/07/2009,"Carmignac Patrimoine",FR0010135103,463.47,242.44,
17/07/2009,"Carmignac Patrimoine",FR0010135103,465.11,242.55,
20/07/2009,"Carmignac Patrimoine",FR0010135103,465.87,243.12,
21/07/2009,"Carmignac Patrimoine",FR0010135103,466.15,244.53,
22/07/2009,"Carmignac Patrimoine",FR0010135103,466.13,244.62,
23/07/2009,"Carmignac Patrimoine",FR0010135103,469.87,245.85,
24/07/2009,"Carmignac Patrimoine",FR0010135103,470.06,246.96,
27/07/2009,"Carmignac Patrimoine",FR0010135103,470.88,247.21,
28/07/2009,"Carmignac Patrimoine",FR0010135103,470.95,247.9,
29/07/2009,"Carmignac Patrimoine",FR0010135103,470.18,248.6,
30/07/2009,"Carmignac Patrimoine",FR0010135103,473.14,250.47,
31/07/2009,"Carmignac Patrimoine",FR0010135103,473.1,250.42,
03/08/2009,"Carmignac Patrimoine",FR0010135103,475.33,249.6,
04/08/2009,"Carmignac Patrimoine",FR0010135103,474.91,249.79,
05/08/2009,"Carmignac Patrimoine",FR0010135103,476.03,249.41,
06/08/2009,"Carmignac Patrimoine",FR0010135103,474.76,249.19,
07/08/2009,"Carmignac Patrimoine",FR0010135103,475.28,250.76,
10/08/2009,"Carmignac Patrimoine",FR0010135103,474.64,251.26,
11/08/2009,"Carmignac Patrimoine",FR0010135103,472.46,250.73,
12/08/2009,"Carmignac Patrimoine",FR0010135103,472.94,250.65,
13/08/2009,"Carmignac Patrimoine",FR0010135103,474.87,251.73,
14/08/2009,"Carmignac Patrimoine",FR0010135103,474.15,252.38,
17/08/2009,"Carmignac Patrimoine",FR0010135103,469.89,253.63,
18/08/2009,"Carmignac Patrimoine",FR0010135103,471.78,251.72,
19/08/2009,"Carmignac Patrimoine",FR0010135103,471.79,251.18,
20/08/2009,"Carmignac Patrimoine",FR0010135103,473.82,252.43,
21/08/2009,"Carmignac Patrimoine",FR0010135103,476.14,253.39,
24/08/2009,"Carmignac Patrimoine",FR0010135103,476.69,253.98,
25/08/2009,"Carmignac Patrimoine",FR0010135103,476.34,254.71,
26/08/2009,"Carmignac Patrimoine",FR0010135103,476.4,255.54,
27/08/2009,"Carmignac Patrimoine",FR0010135103,476.4,255.61,
28/08/2009,"Carmignac Patrimoine",FR0010135103,475.68,254.66,
31/08/2009,"Carmignac Patrimoine",FR0010135103,473.7,254.14,
01/09/2009,"Carmignac Patrimoine",FR0010135103,471.54,252.59,
02/09/2009,"Carmignac Patrimoine",FR0010135103,471.99,252.82,
03/09/2009,"Carmignac Patrimoine",FR0010135103,474.28,253.2,
04/09/2009,"Carmignac Patrimoine",FR0010135103,477.53,254.85,
07/09/2009,"Carmignac Patrimoine",FR0010135103,478.05,254.59,
08/09/2009,"Carmignac Patrimoine",FR0010135103,478.48,254.2,
09/09/2009,"Carmignac Patrimoine",FR0010135103,477.68,254.1,
10/09/2009,"Carmignac Patrimoine",FR0010135103,479.33,255.77,
11/09/2009,"Carmignac Patrimoine",FR0010135103,480.41,256.49,
14/09/2009,"Carmignac Patrimoine",FR0010135103,479.75,255.74,
15/09/2009,"Carmignac Patrimoine",FR0010135103,481.54,256.17,
16/09/2009,"Carmignac Patrimoine",FR0010135103,484.03,257.31,
17/09/2009,"Carmignac Patrimoine",FR0010135103,482.86,257.02,
18/09/2009,"Carmignac Patrimoine",FR0010135103,482.18,256.73,
21/09/2009,"Carmignac Patrimoine",FR0010135103,481.2,256.14,
22/09/2009,"Carmignac Patrimoine",FR0010135103,482.82,256.32,
23/09/2009,"Carmignac Patrimoine",FR0010135103,480.93,255.9,
24/09/2009,"Carmignac Patrimoine",FR0010135103,479.56,255.32,
25/09/2009,"Carmignac Patrimoine",FR0010135103,479.3,255.33,
28/09/2009,"Carmignac Patrimoine",FR0010135103,481.21,257.77,
29/09/2009,"Carmignac Patrimoine",FR0010135103,482.99,258.71,
30/09/2009,"Carmignac Patrimoine",FR0010135103,482.56,258.08,
01/10/2009,"Carmignac Patrimoine",FR0010135103,480.06,256.25,
02/10/2009,"Carmignac Patrimoine",FR0010135103,478.55,254.24,
05/10/2009,"Carmignac Patrimoine",FR0010135103,480.18,255.15,
06/10/2009,"Carmignac Patrimoine",FR0010135103,482.4,256.56,
07/10/2009,"Carmignac Patrimoine",FR0010135103,484.87,257.7,
08/10/2009,"Carmignac Patrimoine",FR0010135103,485.9,258.59,
09/10/2009,"Carmignac Patrimoine",FR0010135103,484.95,258.13,
12/10/2009,"Carmignac Patrimoine",FR0010135103,485.42,258.07,
13/10/2009,"Carmignac Patrimoine",FR0010135103,485.95,257.57,
14/10/2009,"Carmignac Patrimoine",FR0010135103,488.08,258.96,
15/10/2009,"Carmignac Patrimoine",FR0010135103,487.19,258.37,
16/10/2009,"Carmignac Patrimoine",FR0010135103,487.16,257.21,
19/10/2009,"Carmignac Patrimoine",FR0010135103,488.84,258.81,
20/10/2009,"Carmignac Patrimoine",FR0010135103,487.18,258.41,
21/10/2009,"Carmignac Patrimoine",FR0010135103,484.94,256.89,
22/10/2009,"Carmignac Patrimoine",FR0010135103,484.7,256.45,
23/10/2009,"Carmignac Patrimoine",FR0010135103,483.01,254.99,
26/10/2009,"Carmignac Patrimoine",FR0010135103,480.99,254.43,
27/10/2009,"Carmignac Patrimoine",FR0010135103,480.05,255.16,
28/10/2009,"Carmignac Patrimoine",FR0010135103,475.26,253.38,
29/10/2009,"Carmignac Patrimoine",FR0010135103,476.9,254.46,
30/10/2009,"Carmignac Patrimoine",FR0010135103,475.07,253.53,
02/11/2009,"Carmignac Patrimoine",FR0010135103,474.86,252.91,
03/11/2009,"Carmignac Patrimoine",FR0010135103,477.47,254.12,
04/11/2009,"Carmignac Patrimoine",FR0010135103,476.71,253.18,
05/11/2009,"Carmignac Patrimoine",FR0010135103,477.39,253.92,
06/11/2009,"Carmignac Patrimoine",FR0010135103,478.2,255.01,
09/11/2009,"Carmignac Patrimoine",FR0010135103,481.92,256.52,
10/11/2009,"Carmignac Patrimoine",FR0010135103,482.12,257.21,
12/11/2009,"Carmignac Patrimoine",FR0010135103,481.51,257.73,
13/11/2009,"Carmignac Patrimoine",FR0010135103,482.78,258.71,
16/11/2009,"Carmignac Patrimoine",FR0010135103,485.4,260.06,
17/11/2009,"Carmignac Patrimoine",FR0010135103,486.46,261.59,
18/11/2009,"Carmignac Patrimoine",FR0010135103,485.33,259.98,
19/11/2009,"Carmignac Patrimoine",FR0010135103,483.9,259.35,
20/11/2009,"Carmignac Patrimoine",FR0010135103,483.35,258.62,
23/11/2009,"Carmignac Patrimoine",FR0010135103,484.54,259.16,
24/11/2009,"Carmignac Patrimoine",FR0010135103,483.76,259.22,
25/11/2009,"Carmignac Patrimoine",FR0010135103,484.41,259.32,
26/11/2009,"Carmignac Patrimoine",FR0010135103,483.05,258.72,
27/11/2009,"Carmignac Patrimoine",FR0010135103,480.22,257.52,
30/11/2009,"Carmignac Patrimoine",FR0010135103,481.31,258.06,
01/12/2009,"Carmignac Patrimoine",FR0010135103,484.39,259.76,
02/12/2009,"Carmignac Patrimoine",FR0010135103,485.63,260.03,
03/12/2009,"Carmignac Patrimoine",FR0010135103,484.14,259.02,
04/12/2009,"Carmignac Patrimoine",FR0010135103,484.11,260.58,
07/12/2009,"Carmignac Patrimoine",FR0010135103,484.05,261.23,
08/12/2009,"Carmignac Patrimoine",FR0010135103,482.47,261.42,
09/12/2009,"Carmignac Patrimoine",FR0010135103,482.06,260.96,
10/12/2009,"Carmignac Patrimoine",FR0010135103,482.51,261.59,
11/12/2009,"Carmignac Patrimoine",FR0010135103,483.74,262.68,
14/12/2009,"Carmignac Patrimoine",FR0010135103,484.85,263.85,
15/12/2009,"Carmignac Patrimoine",FR0010135103,484.71,263.77,
16/12/2009,"Carmignac Patrimoine",FR0010135103,485.27,264.57,
17/12/2009,"Carmignac Patrimoine",FR0010135103,485.22,265.4,
18/12/2009,"Carmignac Patrimoine",FR0010135103,486.69,266.03,
21/12/2009,"Carmignac Patrimoine",FR0010135103,487.44,266.33,
22/12/2009,"Carmignac Patrimoine",FR0010135103,489.75,267.54,
23/12/2009,"Carmignac Patrimoine",FR0010135103,489.84,267.02,
24/12/2009,"Carmignac Patrimoine",FR0010135103,490.81,267.25,
28/12/2009,"Carmignac Patrimoine",FR0010135103,491.01,267.35,
29/12/2009,"Carmignac Patrimoine",FR0010135103,490.97,267.1,
30/12/2009,"Carmignac Patrimoine",FR0010135103,492.32,267.72,
31/12/2009,"Carmignac Patrimoine",FR0010135103,492.34,266.75,
04/01/2010,"Carmignac Patrimoine",FR0010135103,494.1,268.1,
05/01/2010,"Carmignac Patrimoine",FR0010135103,494.84,269.37,
06/01/2010,"Carmignac Patrimoine",FR0010135103,497.27,269.32,
07/01/2010,"Carmignac Patrimoine",FR0010135103,498.86,269.84,
08/01/2010,"Carmignac Patrimoine",FR0010135103,499.41,270.61,
11/01/2010,"Carmignac Patrimoine",FR0010135103,496.34,269.02,
12/01/2010,"Carmignac Patrimoine",FR0010135103,493.44,268.88,
13/01/2010,"Carmignac Patrimoine",FR0010135103,493.79,269.18,
14/01/2010,"Carmignac Patrimoine",FR0010135103,493.96,270.49,
15/01/2010,"Carmignac Patrimoine",FR0010135103,493.15,271.16,
18/01/2010,"Carmignac Patrimoine",FR0010135103,493.36,271.33,
19/01/2010,"Carmignac Patrimoine",FR0010135103,494.69,273.11,
20/01/2010,"Carmignac Patrimoine",FR0010135103,493.8,273.48,
21/01/2010,"Carmignac Patrimoine",FR0010135103,491.43,272.47,
22/01/2010,"Carmignac Patrimoine",FR0010135103,488.08,269.77,
25/01/2010,"Carmignac Patrimoine",FR0010135103,487.64,269.23,
26/01/2010,"Carmignac Patrimoine",FR0010135103,487.98,270.19,
27/01/2010,"Carmignac Patrimoine",FR0010135103,488.13,269.91,
28/01/2010,"Carmignac Patrimoine",FR0010135103,490.07,269.73,
29/01/2010,"Carmignac Patrimoine",FR0010135103,490.45,269.49,
01/02/2010,"Carmignac Patrimoine",FR0010135103,490.62,270.49,
02/02/2010,"Carmignac Patrimoine",FR0010135103,490.42,271.49,
